,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp.,Wind Speed
0,Tabuk,41,PH,1569541279,84,17.41,121.44,71.96,2.33
1,Castro,0,CL,1569541090,67,-42.48,-73.76,57.2,5.82
2,Qaanaaq,100,GL,1569541059,94,77.48,-69.36,31.24,17.52
3,Bambous Virieux,40,MU,1569541066,94,-20.34,57.76,73.0,8.05
4,Busselton,29,AU,1569541103,64,-33.64,115.35,55.99,12.86
5,Lypova Dolyna,100,UA,1569541280,71,50.56,33.8,50.38,10.2
6,Lovozero,49,RU,1569541280,93,68.01,35.02,29.01,3.51
7,Cabo San Lucas,5,MX,1569540894,62,22.89,-109.91,88.0,20.8
8,Inhambane,31,MZ,1569541188,82,-23.87,35.38,58.33,4.88
9,Chokurdakh,44,RU,1569541065,75,70.62,147.9,30.31,13.73
10,Rikitea,100,PF,1569541063,70,-23.12,-134.97,71.83,9.73
11,Nemuro,0,JP,1569541122,55,43.32,145.57,59.14,3.74
12,Hilo,75,US,1569540782,66,19.71,-155.08,87.8,12.75
13,Khatanga,99,RU,1569541142,95,71.98,102.47,31.58,9.22
14,Saint-Georges,100,CA,1569541182,100,46.12,-70.67,55.0,5.99
15,Kuandian,0,CN,1569541282,71,40.73,124.78,65.84,1.54
16,Atuona,54,PF,1569541057,76,-9.8,-139.03,79.72,15.55
17,Papara,0,BR,1569541283,69,-3.98,-38.73,80.6,12.75
18,Mataura,97,NZ,1569541095,85,-46.19,168.86,51.01,14.0
19,Xichang,58,CN,1569541285,92,27.88,102.25,46.33,2.71
20,Kieta,0,PG,1569541285,74,-6.22,155.63,82.15,1.25
21,Ilulissat,20,GL,1569541073,27,69.22,-51.1,41.0,21.92
22,Luderitz,94,NA,1569541176,36,-26.65,15.16,75.2,2.24
23,Punta Arenas,0,CL,1569541060,74,-53.16,-70.91,48.2,18.34
24,Boa Vista,0,BR,1569541229,58,2.82,-60.67,86.0,3.36
25,Pandan,0,PH,1569541286,72,11.72,122.09,82.33,3.85
26,Severo-Kurilsk,100,RU,1569541156,82,50.68,156.12,45.68,32.28
27,Henties Bay,100,NA,1569541241,69,-22.12,14.28,63.3,4.94
28,Tuktoyaktuk,75,CA,1569541065,93,69.44,-133.03,37.4,18.34
29,Tuatapere,99,NZ,1569541187,85,-46.13,167.69,51.01,14.0
30,Ushuaia,0,AR,1569540990,96,-54.81,-68.31,48.2,5.82
31,Fortuna,20,US,1569541044,68,40.6,-124.16,73.99,10.29
32,East London,0,ZA,1569541088,20,-33.02,27.91,64.81,4.56
33,Tawau,75,MY,1569541288,88,4.26,117.89,77.0,3.36
34,Poum,73,MK,1569541236,90,41.28,20.71,50.83,1.34
35,Namatanai,27,PG,1569541074,71,-3.66,152.44,82.85,9.86
36,New Norfolk,75,AU,1569541150,39,-42.78,147.06,66.0,13.87
37,Atar,0,MR,1569541125,13,20.52,-13.05,93.97,3.11
38,Anloga,20,GH,1569541289,88,5.79,0.9,78.8,6.93
39,Constitucion,90,MX,1569541212,38,23.99,-104.67,75.2,4.7
40,Sorong,84,ID,1569541239,90,-0.86,131.25,77.39,4.7
41,Bajah,80,YE,1569541289,50,13.81,44.63,66.74,4.92
42,Esperance,90,AU,1569541152,100,-33.86,121.89,53.6,5.82
43,Hermanus,0,ZA,1569541088,48,-34.42,19.24,70.0,1.01
44,Kodiak,1,US,1569541065,52,39.95,-94.76,73.4,6.93
45,Faanui,47,PF,1569541123,78,-16.48,-151.75,79.97,15.79
46,Karasuk,69,RU,1569541291,55,53.73,78.03,37.36,7.16
47,Torbay,90,CA,1569541061,93,47.66,-52.73,51.01,14.99
48,Bluff,15,AU,1569541091,48,-23.58,149.07,73.9,9.08
49,Jamestown,10,AU,1569541054,30,-33.21,138.6,66.61,15.68
50,Vaini,100,IN,1569541109,94,15.34,74.49,73.7,2.62
51,Avarua,69,CK,1569540865,78,-21.21,-159.78,78.8,4.7
52,Puerto Ayora,90,EC,1569541101,73,-0.74,-90.35,73.4,6.93
53,Bali Chak,100,IN,1569541293,94,22.37,87.55,74.0,2.42
54,Hobart,75,AU,1569541070,39,-42.88,147.33,66.0,13.87
55,Leh,0,IN,1569541150,50,34.16,77.58,36.12,0.72
56,Ahuimanu,75,US,1569541294,78,21.44,-157.84,86.0,9.17
57,Batemans Bay,0,AU,1569541300,49,-35.71,150.18,61.0,5.99
58,Cidreira,3,BR,1569541120,84,-30.17,-50.22,61.57,5.46
59,Cape Town,0,ZA,1569541066,72,-33.93,18.42,63.0,2.24
60,Saskylakh,95,RU,1569541097,96,71.97,114.09,31.03,8.3
61,Maceio,0,BR,1569541301,88,-9.67,-35.74,71.6,6.93
62,Tiksi,99,RU,1569541156,88,71.64,128.87,34.41,3.53
63,Coihaique,0,CL,1569541196,47,-45.58,-72.07,59.0,6.93
64,Puerto Narino,40,CO,1569541301,88,-3.77,-70.38,82.4,2.06
65,Porto Velho,20,BR,1569541302,66,-8.75,-63.87,84.2,2.24
66,Ciudad Bolivar,21,VE,1569541200,65,8.12,-63.55,82.47,2.86
67,Thompson,75,CA,1569541195,52,55.74,-97.86,41.0,8.05
68,Altamira,20,BR,1569541223,89,-3.2,-52.21,72.59,1.97
69,Medzev,20,SK,1569541302,100,48.7,20.89,52.0,3.36
70,Koindu,100,GN,1569541303,99,8.44,-10.33,69.93,2.91
71,Prince George,90,CA,1569541137,57,53.92,-122.75,51.01,3.36
72,Sao Filipe,39,CV,1569541186,84,14.9,-24.5,77.9,15.66
73,Naze,75,NG,1569541072,100,5.43,7.07,77.0,4.21
74,Tura,99,RU,1569541185,98,64.27,100.22,28.88,0.87
75,Dingle,2,PH,1569541106,78,11.0,122.67,80.47,3.62
76,Saint-Philippe,1,CA,1569541067,87,45.36,-73.48,59.0,10.29
77,San Cristobal,90,HN,1569541160,87,14.68,-86.92,71.49,4.21
78,Dikson,99,RU,1569541129,90,73.51,80.55,35.08,8.81
79,Parintins,82,BR,1569541304,72,-2.63,-56.73,80.01,2.93
80,Harper,1,US,1569541245,36,30.3,-99.24,93.2,8.05
81,Lavrentiya,100,RU,1569541130,98,65.58,-170.99,36.93,15.57
82,Oranjestad,20,AW,1569541145,74,12.52,-70.03,86.0,8.05
83,Aloleng,7,PH,1569541305,80,16.13,119.78,82.28,7.25
84,College,75,US,1569540972,70,64.86,-147.8,44.6,4.7
85,Nyzhnya Duvanka,100,UA,1569541306,40,49.58,38.17,49.23,6.08
86,Puerto Escondido,90,MX,1569541306,70,15.86,-97.07,86.0,4.7
87,Labuhan,88,ID,1569541214,85,-2.54,115.51,76.26,0.65
88,Hithadhoo,100,MV,1569541094,66,-0.6,73.08,84.31,10.71
89,Alice Springs,0,AU,1569541189,43,-23.7,133.88,71.6,4.7
90,Vrangel,76,RU,1569541307,65,42.73,133.08,66.71,1.32
91,Mingguang,62,CN,1569541307,78,32.78,118.01,69.35,4.97
92,Barrow,30,AR,1569541068,74,-38.31,-60.23,46.45,10.94
93,Nogales,90,CL,1569541308,87,-32.73,-71.2,53.6,8.05
94,Ust-Tsilma,99,RU,1569541308,93,65.44,52.15,35.91,8.41
95,Mahebourg,40,MU,1569541115,94,-20.41,57.7,73.0,8.05
96,Beloha,78,MG,1569541308,85,-25.17,45.06,67.03,16.53
97,Umm Lajj,0,SA,1569541309,59,25.02,37.27,85.55,12.68
98,Kapaa,90,US,1569541093,83,22.08,-159.32,86.0,5.5
99,Xunchang,78,CN,1569541309,77,28.45,104.71,65.99,2.26
100,Tasiilaq,72,GL,1569541105,80,65.61,-37.64,39.2,18.34
101,Kutum,100,SD,1569541310,61,14.2,24.66,75.13,9.04
102,Coahuayana,90,MX,1569541161,82,18.62,-100.35,79.81,0.72
103,Beringovskiy,71,RU,1569541098,70,63.05,179.32,48.92,7.85
104,Baie-Comeau,90,CA,1569541276,100,49.22,-68.15,46.4,13.87
105,Souillac,0,FR,1569541099,88,45.6,-0.6,62.6,11.41
106,Cherskiy,80,RU,1569541157,44,68.75,161.3,36.37,4.45
107,Kalmunai,89,LK,1569541311,80,7.42,81.82,75.49,1.23
108,Sanmenxia,23,CN,1569541311,54,34.77,111.19,67.88,3.62
109,Kawalu,100,ID,1569541312,77,-7.38,108.21,69.86,5.37
110,El Bagre,79,CO,1569541312,94,7.6,-74.8,73.29,2.35
111,Bonavista,98,CA,1569541122,83,48.65,-53.11,50.0,10.0
112,Barra do Garcas,100,BR,1569541313,81,-15.89,-52.26,71.89,0.4
113,Storforshei,1,NO,1569541313,86,66.4,14.52,45.0,1.01
114,Tezu,0,IN,1569541314,83,27.93,96.16,67.26,2.53
115,Saint-Pierre,90,FR,1569541122,82,48.95,4.24,64.4,14.99
116,Zhenhai,0,CN,1569541315,88,29.95,121.71,80.01,0.76
117,Lincoln,75,GB,1569541315,82,53.23,-0.54,57.2,14.99
118,Mar del Plata,89,AR,1569541099,36,-46.43,-67.52,58.28,15.95
119,Clyde River,20,CA,1569541072,86,70.47,-68.59,37.4,2.24
120,Axim,44,GH,1569541316,92,4.87,-2.24,76.53,8.66
121,Lastoursville,97,GA,1569541316,97,-0.81,12.73,71.62,1.43
122,Albany,90,US,1569541058,93,42.65,-73.75,60.01,3.31
123,Chuy,26,UY,1569541058,79,-33.69,-53.46,55.49,11.36
124,Bustamante,91,MX,1569541317,52,26.53,-100.51,84.36,11.56
125,Bethel,90,US,1569540783,71,60.79,-161.76,51.8,19.46
126,Aksu,0,KZ,1569541208,92,52.04,76.93,30.2,4.47
127,Colac,83,AU,1569541317,73,-38.34,143.59,66.0,4.0
128,Gazojak,0,TM,1569541317,24,41.19,61.4,65.32,5.95
129,Karratha,0,AU,1569541131,25,-20.74,116.85,73.49,8.66
130,Arraial do Cabo,75,BR,1569541060,94,-22.97,-42.02,68.0,4.7
131,Suntar,80,RU,1569541319,82,62.16,117.65,36.07,0.92
132,Puerto del Rosario,40,ES,1569541166,83,28.5,-13.86,73.4,14.99
133,Rovaniemi,90,FI,1569541319,100,66.5,25.72,46.4,4.7
134,Barcelona,20,ES,1569541094,83,41.38,2.18,73.0,1.12
135,Lebu,22,ET,1569541114,85,8.96,38.73,52.72,4.27
136,Nouadhibou,0,MR,1569541320,83,20.93,-17.03,69.8,12.75
137,Nizhniy Tsasuchey,37,RU,1569541320,41,50.52,115.13,59.52,6.08
138,Nayoro,75,JP,1569541320,87,44.36,142.46,51.8,1.12
139,Soldotna,1,US,1569541321,37,60.48,-151.07,53.6,5.82
140,Nikolskoye,90,RU,1569541088,81,59.7,30.79,48.0,4.47
141,Kuching,75,MY,1569541321,94,1.56,110.34,77.0,2.24
142,Pilar,0,AR,1569541321,55,-34.46,-58.91,66.2,12.75
143,Shimoda,40,JP,1569541173,78,34.7,138.93,78.01,10.29
144,Ponta do Sol,100,BR,1569541119,96,-20.63,-46.0,62.6,2.04
145,Luba,0,PH,1569541231,78,17.32,120.7,80.02,1.36
146,Sorland,0,NO,1569541162,77,67.67,12.69,53.13,11.83
147,Mackenzie,1,CA,1569541322,40,55.34,-123.09,51.8,3.36
148,Homer,1,US,1569541127,43,59.64,-151.54,53.6,8.05
149,Pangnirtung,3,CA,1569541242,33,66.15,-65.72,38.06,4.92
150,Pokhara,97,NP,1569541323,86,28.21,83.99,51.55,1.68
151,Prince Rupert,75,CA,1569541099,66,54.32,-130.32,55.4,5.82
152,Kloulklubed,75,PW,1569541323,83,7.04,134.26,82.4,9.17
153,Elizabeth City,40,US,1569541323,78,36.3,-76.22,84.99,5.39
154,Port Keats,33,AU,1569541324,66,-14.25,129.55,83.19,6.49
155,Klaksvik,100,FO,1569541165,87,62.23,-6.59,53.6,24.16
156,Narsaq,2,GL,1569541069,45,60.91,-46.05,46.4,4.7
157,Bilma,0,NE,1569541325,10,18.69,12.92,86.56,5.48
158,Xam Nua,78,LA,1569541325,88,20.42,104.04,62.03,1.21
159,Butembo,100,CD,1569541325,98,0.12,29.29,62.35,1.81
160,Puerto Carreno,40,CO,1569541202,58,6.19,-67.49,87.8,1.34
161,Ribeirao Branco,0,BR,1569541326,97,-24.22,-48.77,57.33,1.59
162,Yumen,0,CN,1569541326,16,40.29,97.04,62.3,5.41
163,Medicine Hat,75,CA,1569541101,54,50.04,-110.68,55.4,18.34
164,Te Anau,100,NZ,1569541131,89,-45.41,167.72,43.68,7.87
165,Bako,9,BF,1569541326,64,12.29,-0.73,82.26,10.04
166,Nanga Eboko,60,CM,1569541327,99,4.68,12.37,67.95,4.36
167,Port Macquarie,0,AU,1569540981,64,-31.43,152.91,73.99,5.82
168,Valle Nacional,86,MX,1569541327,51,25.06,-104.49,76.53,10.76
169,Port Alfred,0,ZA,1569541096,80,-33.59,26.89,59.0,3.22
170,Yellowknife,75,CA,1569541060,69,62.45,-114.38,35.6,10.29
171,Champerico,75,MX,1569541152,69,16.38,-93.6,82.4,9.17
172,Geraldton,75,CA,1569541197,58,49.72,-86.95,53.6,9.17
173,Caborca,52,MX,1569541328,56,30.58,-111.1,82.99,1.01
174,Padang,100,ID,1569541328,84,-0.92,100.36,78.57,10.16
175,Berdigestyakh,51,RU,1569541328,88,62.1,126.7,37.62,6.33
176,Abbeville,0,FR,1569541329,93,50.11,1.83,57.0,8.05
177,Valencia,0,ES,1569541329,88,39.47,-0.38,73.0,3.36
178,Urusha,88,RU,1569541329,84,54.05,122.9,47.09,2.98
179,Tautira,20,PF,1569541329,62,-17.73,-149.15,84.2,6.93
180,Sibolga,22,ID,1569541330,80,1.74,98.78,80.71,9.26
181,Ancud,0,CL,1569541163,67,-41.87,-73.83,57.2,5.82
182,Xining,2,CN,1569541179,50,36.62,101.77,42.74,1.28
183,Hasaki,20,JP,1569541072,83,35.73,140.83,70.0,4.7
184,Sinnamary,10,GF,1569541186,78,5.38,-52.96,81.98,12.68
185,Simao,17,CN,1569541205,96,22.76,100.79,56.98,1.3
186,Bajil,0,ES,1569541331,93,38.23,-2.07,59.0,3.0
187,Silva Jardim,100,BR,1569541331,99,-22.65,-42.39,61.9,0.22
188,Naron,40,ES,1569541331,82,43.52,-8.15,66.99,12.75
189,Upernavik,97,GL,1569541061,58,72.79,-56.15,39.31,6.82
190,Zhicheng,36,CN,1569541332,46,35.04,112.59,70.31,4.12
191,Esso,98,RU,1569541332,94,55.93,158.7,29.55,9.13
192,Port Blair,97,IN,1569541332,80,11.67,92.75,81.61,7.7
193,Nkhotakota,52,MW,1569541333,72,-12.93,34.3,55.26,7.43
194,Sampit,75,ID,1569541193,78,-2.54,112.95,80.42,2.3
195,Tupik,97,RU,1569541333,97,54.43,119.94,47.84,3.29
196,Novo Aripuana,38,BR,1569541333,58,-5.12,-60.38,82.11,1.19
197,Awjilah,0,LY,1569541200,56,29.14,21.3,73.31,8.81
198,Katsuura,75,JP,1569541156,83,33.93,134.5,77.0,3.36
199,Leningradskiy,99,RU,1569541098,82,69.38,178.42,30.88,16.53
200,Kirovskiy,0,RU,1569541334,66,45.09,133.51,60.35,4.63
201,Blythe,75,US,1569541335,48,33.61,-114.59,82.4,8.05
202,Maiduguri,36,NG,1569541335,66,11.84,13.15,76.61,7.45
203,Trairi,14,BR,1569541335,83,-3.28,-39.27,72.92,6.11
204,San Quintin,0,PH,1569541336,78,17.54,120.52,80.04,1.92
205,Kaitangata,77,NZ,1569541087,62,-46.28,169.85,55.0,11.01
206,Palu,97,ID,1569541336,84,-0.9,119.87,77.69,2.75
207,Staryy Nadym,96,RU,1569541109,97,65.61,72.68,35.2,10.51
208,Carora,98,VE,1569541337,87,10.17,-70.08,71.73,0.87
209,Georgetown,20,GY,1569541107,74,6.8,-58.16,84.2,6.93
210,Guantanamo,56,BO,1569541337,44,-16.14,-62.05,73.29,2.66
211,Xuddur,85,SO,1569541337,80,4.12,43.89,71.55,15.37
212,Komsomolskiy,81,RU,1569541221,94,67.55,63.78,27.59,6.71
213,Aklavik,75,CA,1569541118,64,68.22,-135.01,39.2,5.82
214,Itoman,75,JP,1569541338,94,26.12,127.67,82.4,5.82
215,Praia da Vitoria,40,PT,1569541338,88,38.73,-27.07,73.4,8.7
216,Bima,75,ID,1569541339,68,-8.45,118.73,78.33,3.76
217,Pochutla,90,MX,1569541189,79,15.74,-96.47,86.0,2.08
218,Chrzanow,40,PL,1569541339,93,50.14,19.4,55.99,2.24
219,Pundaguitan,42,PH,1569541340,75,6.37,126.17,82.13,4.5
220,Sioux Lookout,90,CA,1569541242,58,50.1,-91.92,55.4,4.7
221,Norman Wells,75,CA,1569541148,70,65.28,-126.83,42.8,17.22
222,Carnarvon,0,ZA,1569541064,18,-30.97,22.13,55.27,6.64
223,Bredasdorp,0,ZA,1569541093,61,-34.53,20.04,62.01,3.36
224,Butaritari,42,KI,1569541058,64,3.07,172.79,84.54,10.25
225,Nybro,25,SE,1569541341,100,56.75,15.91,53.6,4.74
226,Solnechnyy,0,RU,1569541156,64,50.72,136.64,49.89,2.89
227,Matara,87,BI,1569541342,85,-3.48,29.48,53.33,1.5
228,Chabahar,24,IR,1569541342,69,25.29,60.65,82.31,1.9
229,Calabozo,83,VE,1569541342,83,8.92,-67.43,77.29,1.19
230,Linxia,0,CN,1569541342,53,35.6,103.21,47.66,8.66
231,Westport,40,US,1569541114,93,41.14,-73.36,66.99,8.05
232,Bucerias,75,MX,1569541343,66,20.76,-105.33,89.6,3.36
233,Ribeira Grande,0,PT,1569541120,89,38.52,-28.7,72.25,11.45
234,Airai,0,TL,1569541103,43,-8.93,125.41,83.41,1.48
235,Abu Dhabi,0,AE,1569541087,70,24.47,54.37,89.6,5.82
236,Viedma,46,AR,1569541344,80,-40.81,-62.99,43.43,11.59
237,Xai-Xai,1,MZ,1569541344,78,-25.04,33.64,57.69,3.06
238,Berlevag,100,NO,1569541164,97,70.86,29.09,44.62,15.26
239,Marawi,8,PH,1569541116,80,8.0,124.29,80.01,5.01
240,Pevek,66,RU,1569541103,70,69.7,170.27,33.04,15.23
241,Manta,11,RO,1569541345,87,45.1,24.1,51.24,3.94
242,Isangel,90,VU,1569541100,69,-19.55,169.27,75.2,9.17
243,Kazachinskoye,16,RU,1569541345,96,57.69,93.28,28.29,3.98
244,Christchurch,80,NZ,1569541199,62,-43.53,172.64,64.99,3.36
245,Yar-Sale,30,RU,1569541114,94,66.83,70.83,31.85,5.5
246,Newport,75,GB,1569541204,82,51.59,-3.0,59.0,14.99
247,Brae,100,GB,1569541228,93,60.4,-1.35,53.6,20.8
248,Killybegs,67,IE,1569541347,94,54.63,-8.45,50.0,5.01
249,Kimberley,0,ZA,1569541347,23,-28.74,24.76,44.33,3.56
250,Flinders,0,AU,1569541111,42,-34.58,150.85,69.01,12.75
251,Nagda,100,IN,1569541347,91,23.46,75.42,71.98,6.51
252,Porto Walter,54,BR,1569541347,46,-8.27,-72.74,82.51,2.15
253,Zhigansk,55,RU,1569541155,81,66.77,123.37,33.87,9.13
254,Kununurra,40,AU,1569541348,74,-15.77,128.74,80.6,4.7
255,Dehloran,0,IR,1569541348,23,32.69,47.27,70.45,1.19
256,Zalantun,66,CN,1569541348,40,48.0,122.72,65.14,3.04
257,Broome,18,GB,1569541216,87,52.47,1.45,57.99,12.75
258,Tomatlan,63,MX,1569541349,81,19.93,-105.25,82.02,20.92
259,Burnie,99,AU,1569541349,91,-41.05,145.91,53.33,9.48
260,Tateyama,0,JP,1569541349,64,36.66,137.31,80.01,3.36
261,Adrar,20,DZ,1569541182,9,27.87,-0.29,86.0,9.17
262,Caravelas,41,BR,1569541234,84,-17.73,-39.27,74.06,10.76
263,Nanortalik,0,GL,1569541108,77,60.14,-45.24,41.95,0.67
264,Auxerre,0,FR,1569541350,68,47.8,3.58,66.2,18.34
265,Rylsk,100,RU,1569541351,92,51.57,34.68,47.21,7.87
266,Grand Gaube,40,MU,1569541351,94,-20.01,57.66,73.0,8.05
267,Palmares do Sul,0,BR,1569541351,83,-30.26,-50.51,63.0,3.0
